Data :
1846921658 17511096199578429520
1101379219 82122164554979348
844825997 17003955223220222937
2134233608 12325419255983411674
1872087877 14660923233926026897
394634485 5956758103463308212
105225620 14429706240673897497
362827606 16155106893199088541
1789599556 15955098774898483608
218822281 4369029086861865433
1285580822 12601387853254903918
273698307 12031040783069296235
1758142359 13543614971418883986
486211313 1912709293185933406
2058736389 4953942780564472368
310748586 12133484828191417009
1283134611 13126676951009975790
1174431523 10957256786367851053
203793203 10124518282188918001
2092291229 13316105913856624014
1387293943 2916063871591867941
257620528 1374809738996326562
2121302144 16762126723409724264
704317059 12536878106426000012
397082311 911620602362652739
158704812 7280076737589881292
125849294 3908918288586555307
1629167819 15930396486851167753
2094738713 7010311575822863115
1523960344 12081371938928131590
137733629 2495113012254684155
1523610884 11383455588497537254
622528626 7774207382289594672
1402674520 11279450204220207370
572196969 8142008041713732589
1534796199 3998018328644115587
551575053 9278974518798827915
511729051 11831478780362162925
930812823 13099427500500636879
914035618 8122274595754141789
2021688814 14203612114699630638
763389285 5296068030354310482
2075865681 6414164243624008740
259020873 2374488805009742679
1317390699 2917598526926294502
1005612062 6009468448299372149
1034622933 2790172201766265078
180377338 4606155019608853324
556119684 9233310758888123999
1157656898 364810086683989659
2134586810 6263747156039772015
746262927 13070901217783532899
1856362873 14125092432929487293
828751569 3315704361801503307
1785758347 14003434637940302880
365977030 9619766884088368238
594218668 3013443964287415804
1724591184 14909589526773349845
421552095 6853372732009630556
44062247 5403135115480721842
47907063 603557294705805129
183523798 9606658617873050207
996525190 8561503121793155242
1399181139 11369752856660639827
586879002 12113156703326816212
703271945 5741238799067507130
1961921238 9439302785807378249
361783761 4236691828160329966
2113616553 4216226189199704190
560315632 8104307155709717773
1348850128 16441514235237283434
428194324 14830794757529886433
135639737 6058266516689851343
555072964 14359469876317698335
847627699 18357387307353528152
486915213 9524709065434347988
1015401057 11022922496064506054
1340811363 6876853938448260683
361085362 17540271724460625746
545985577 6821491242829307599
700826367 14476187238739300231
593521518 1375642697542777604
1938154474 8324909289727851870
191564810 10756428129279330510
655038499 16522018110512244156
448467688 11879119871847019866
293976620 1094962832682095185
1108376195 8337000092235434595
2031129267 13499042684619745430
613095533 1029124573909569243
1658882329 8351102420040368720
2077266991 16050539481973867744
1742769052 91331927009559565
707118746 7986829892854122706
2089500802 14471344236287225440
829104166 9324177932240550739
2015750614 11472058091583887078
29385006 7402679070325529382
87756198 13830294581080687120
645252879 11152129510168477397
103485096 9714966500572258067
1109425820 12912733356911526921
1927320583 1263110512467838362
2012256010 11649770362679316259
567658182 11482160595785711435
1103134604 14144519880486117920
1866153565 9268688468201055614
1905999781 9672470843087802314
1456856780 9972381297070545524
980450578 15408085831847285693
991985070 1213810299787710994
2043713823 4197844719128428436
239801541 5217297478209027395
406526365 8534270848941412530
976606006 4344559110708919153
1643854434 6741524261852756092
1229314648 18025740618361524416
1494256644 8886078254796524305
1969963812 9652816070371842858
346407884 4828808636477938945
254831666 16761776981709887006
264618445 5323900229906195115
58047778 5885026091972282016
1423652453 8328998198310503002
963674072 2576455239796894798
52455683 313984136793039787
1464197944 9469038530484985150
146828220 18214907102889246081
699781013 4375226516763641786
2007014594 7291140090297662750
101739316 7899816156905207302
1657486992 9792797135233522307
343962168 5477441461909587609
969966271 7587481362619107950
2099290164 16188281649022326533
1334873179 8783033573573938667
904255259 4931696053734567599
54903429 975475020662547582
2059095299 3167780487690768185
1688596002 8625178701813538615
1487268085 8680237412298261015
2096494840 9729072524014082872
835399104 5341961208650020431
1611350531 3623767112899337556
72030696 12569510238138917284
2105233199 17471694977874704796
1617991726 1586122239369923779
704676080 1782345052848359770
552282093 14154325794166052783
1429946081 9508375949032892969
2073776050 16496628477948889020
375770702 2325418469518354932
390451127 7297041512053541382
528165113 13237301635324689739
1797300076 11116236480298261145
1774930396 5795179924101688491
469095112 12137506175760475775
1224424420 13433620816203220249
1298873854 3116049688827253478
399888723 5303718523770504290
63293597 3989413035043665288
434841557 8723986975739054678
561720112 10255034106968176081
1310408390 17889697904291183461
614848360 2998913348557199086
1526766074 15139535281313343283
1343613790 7147826825905513856
1886080797 11565124113383760646
418763770 1377659471623991407
1511387294 9992301081189240291
1310409010 16146836658988949901
460707305 7255742473183711705
284894923 247833546718706997
702580566 10487058785457326467
203105550 2046707613042662092
422958483 17658163373529460783
233514495 6432245878131251306
1967171733 745693312398224635
1196113896 17524702853815750648
2121663215 14126868474064124686
2053505379 8003719127918964921
1405131572 15344289442663413926
585489249 5871627221146382739
850081695 2247310654646606026
1204502750 9155511333793364084
346761900 6567943499315340875
1443230235 7058078726946215256
718659431 13640106022013026018
1717959086 10149043110792868248
1998280400 1895150244332660010
439736576 1912762360253691576
1684055127 12325043356258352387
901113168 17437626253468550970
77975585 9360289486033142897
383463013 12134205069073933350
48266093 9488240839585395668
955640020 5625409099394538482
1455115266 1004084465827050488
19605185 5961984417391256891
195767238 2899772722790617319
1347810563 15219163231064869489
2098945531 1579933328521353156
561722900 18268535049544545591
109084577 13549394554120737573
2075527281 10417675774073716689
425407217 14183036262273539101
921736515 16171597399677115177
968922778 3492554966012932768
1598072588 9465204655981602495
1389055091 5059743864204873246
279304762 12646909501375938595
1707474853 15074932741784356810
1903210374 10726368012141951106
1138094322 16129009161220133966
1283148509 17119346851030171469
1807789548 2476259600983602694
646658694 14650808839786558780
2105237659 6634371379843444274
1955290324 13856931804921507888
657144586 13826350899715616466
1639317362 15882806969302451103
1663085456 14333765784180722983
1516283850 7517822771340490765
358997846 16698970004822783691
1765846720 16745853236074287508
1823518806 8409836519162744633
294335284 11322839130558152840
1414571527 13895369758931172686
67142382 6963912537640115828
1777730828 1177271329996177099
1550537941 2825619862418884617
300627217 13535251685742207530
678816160 17444245032642347106
1082520758 4864814205712763513
1906707087 17180890348615338348
1784721940 6308015653481583765
2086014853 3640376861187565681
1516284822 14782350637467722038
2086014933 10757780471675852382
319502171 10558782381855225675
1129707365 16609292399735512600
1263226941 10906264078323161552
789966484 370283707438429587
1402688550 3625469627339972079
216741278 644888272312430577
1180738592 16407011946568315302
2117472788 1871450679262047300
1536558063 17973699702222459155
1108386691 11237718470471063647
2139143866 6296704005790426751
422963128 5589490305047703386
1134251946 17931816825589568139
412826883 16635403281313941587
1549490895 8547291321002309227
963682534 12842721935785115996
1383465388 1991999847111943634
1167107767 1515826155702217094
1034986433 9368670284871395892
350960805 10865269777858715365
1586191627 5130505046765692992
675322615 13307619480098043515
1623940750 9457561679647154682
1122368625 16768185546654916178
1152428006 17299872310516356218
2087414541 4528960360098968195
1592483398 14126656286852126098
1577104249 11704745339712400171
199266203 6353734136004540080
320552351 16028109126052397455
639671203 18257295927720705372
736490810 11128792384739342854
556134718 8006707871739729210
959140152 4730601877218378261
18561235 11776668990852701968
1442886502 15281126054597537876
1034987728 17047187904168376859
612059315 12356640713465492235
1102796293 6315279224204085807
1858475111 449367211155526847
1852183615 13382194389666843078
2085318570 2763371583747722678
1440440060 17252119755912462389
23455043 2595795437651577840
523279615 16884518215838258133
580252669 6768190106910178188
129012454 7266007453837285984
1972421407 555713903315135963
1908457932 1644446910432664677
676722458 1625342235438388217
977665812 14656581448795377903
1678818342 14544070896063337305
829116608 6158424969013034902
1705033022 2516944269360436842
412829249 14396057192669548587
824572843 10255662993015921708
2023802305 12391235216811696104
1896224799 9748064256456728692
2097552795 3951159862040270982
1053513700 11128025477506888137
1088466527 17887097997326565842
1608913252 703117334660405220
726355958 3671331937249933145
852535469 2495299570859753862
642119820 14107439842410267443
1517686779 5542805184709422265
1004929732 5703452492597778341
1665187515 4198093937305479818
1547396704 1922593046605245557
760260455 11524473966811105129
1211500684 17822666243032773959
336982484 10147892790877615750
388013629 10391101292476121849
482036614 10414766878156030586
2053862554 1234783388071328252
1917546781 9032058608675888490
523630469 5294304930891188084
1055611594 2635192871357152169
2037085423 9475179556117199928
1560329843 8651803913381145909
1795212443 6029774084982168738
1722510762 16138733332199538944
696647064 8572992750624563603
768999342 13001221865815947132
1098254419 16399241288020916995
874207216 17738746939487731876
344323287 988664609195274348
1474695852 16806011849666058839
2116778211 14578699737611919815
2120273575 5635629696198585207
1981511172 6822541420317030801
1796261620 15042460724135048652
1507901311 6852386510972622483
1100701581 7170807359392728923
188084862 5885824302333236937
1746628729 4856430881201050598
1527125391 1933227541095246121
1122372604 1017245357133984435
145443374 11405909993480296022
180046622 6617841338694037139
2055612144 7302184194902490367
1787524465 6184676227990497280
877354490 507497021197051456
1237717515 11645809502812473236
995494950 7748243314762245275
1747329057 9580230161432510014
705037597 9286263094859629353
1878052458 12790499076939041477
1934326575 5649922484038438367
115734147 1540550199377199992
983611352 4778716732230584688
988155227 4710579593321882959
1302730149 14549070935750090041
1199619534 3967983849117360815
1024506277 3809111389250903988
1147540228 8550122921418418356
1519437677 9471029292328173025
1944113835 12367313261301262603
541809096 6619246350496264915
700494662 15980297539814790993
1258690388 9411424198906640110
1986057742 3270267150231112141
1803953919 677196700425589855
2030098327 17329850038606760133
1381724528 3681642984879818566
1080082249 8247456005426947864
677076893 12938516463252804662
1880850218 10523425799547395773
235273980 10731685164600048805
487633140 16672914140530018098
1694552194 11895819426655442447
188437621 16884238294045490838
2139446 8511243635826904150
1774244812 10491286196264598996
512100498 9543865611058918151
1151386601 16613465221638437456
600880633 5600758458583965900
841006267 11259099786051549725
345725578 16241671913207423585
2038837662 15945205586232080704
523635309 2098648422014000853
77987572 9898250010467672188
17868922 5926362513256604603
109445387 18410651487503154755
1098958225 4716847570676947632
992352289 2608230534373510298
1390813912 11192410389044589292
594939571 3419719502484630185
1418426813 13003381210291555952
2061557787 5626888506895864500
64706267 7693893613050293221
467711670 11477777111537250331
513849674 13511943177821390478
8083261 16461877239957747571
221644757 3218082263053545178
1375086061 6946142232140167622
1873512518 2698175706866328522
1162922774 2195603058322001551
816540974 8833573853515961069
1259043043 3330140520603837682
575017403 5477116033256672664
432060708 3703502349791684041
815492619 14140391722014398643
2142299743 5511039330221555355
173410473 15507726131304551766
1120980099 17418080473264940384
282113797 12331466683623318547
373340570 14549624801424728127
342582138 17232951928798770166
1100707650 1663258951359775845
1486236803 3626741526901273378
1728459646 11657995394949656537
566629724 17380855427894448388
1797666210 11690853061968103452
927691855 12291710044023221958
812347788 6521807000901450684
588999713 949673372566861491
1002840520 5212261415280449735
358311582 4733119814869683719
2054569446 8026707217182602244
120982444 14040926061382148013
308678816 16086318521831897163
2079386026 7554357965504875245
929789543 4541852472071858101
2004237776 7660750929493560666
1236325516 16358487510671168358
43737203 12404420092374606388
1115039579 12625527738674591620
1216053117 12072689551483645312
465966748 18365690430302043226
1060513320 8243984639935553027
1851843989 13125040230074820579
1166420297 1911989929338127301
1629194971 15077270504481349009
1625350200 5936690434853373070
1964042530 893535532089757332
123779421 10263711089440262177
1172712123 8681364901351981375
661353365 14187020305879483955
844505877 10726906338201242854
232832499 11971807776990914968
720773139 9049199704199771183
1303086348 2315159114586593426
130421046 2355061631400694907
1102457491 10511251606458833721
1854990589 6759999771728691284
454433259 3700442444380835322
852895051 13727836352488826087
757823541 4059813776145472232
2103854701 17477365828873010740
1035698177 8719980168407475856
632343285 14406418095218684408
639333972 14988898347336023700
1123429885 6266827422592692014
1702597234 11700484549405627164
1943421808 5534757870560165965
846254487 1045922734074527311
298544657 4531554919977246373
1672887464 15755215403444311751
1559290988 2434857472635907018
297146589 5024535101640643758
1455131837 9152805680511373293
1034999611 26704027835276509
310079251 7395742897619361035
1516299262 7752605829423811232
740347878 2360510374460999858
262543614 2588069706165924446
383829932 614760989705457401
1862681491 11809848755396090509
806059358 4983236638161434807
1190889334 15766592431470142546
153840836 7940451324370124745
1650168792 7926681829793376149
2145799326 11961511867621561786
2028707672 15107720873219204372
1913713098 10686475011814332487
1463521599 1537736375308205616
560691676 644636755430719666
1318467703 4386508844300073730
2026960375 14647859928058596390
494281733 7608639230181638210
1383829710 16277424879072666033
1972084804 16465287719689242259
2046534229 7248012337682321257
231437140 3880404647025993964
1530281956 1658756096918667586
462475166 2731628825266085952
1505815282 16429143913543558258
1185997589 5306981503098969702
109452451 11428951085342969389
297498352 12473214810421589288
1368800734 10233617083115360424
1823885780 6400967771178533922
1505466150 3503146634007541855
406900724 3468507803180540203
31158550 2672089047489844232
1507563493 10751547577290357250
1766563610 6361160222565191966
919658219 15050600071910928784
1892393905 1760266212794568799
313927036 13624568694847900648
1446746217 13221798808994942630
1638986447 4573735324858235542
309033750 6173354304560170510
891346853 11272603686534689936
1708892119 5440451413578741569
111900281 17297230365920463079
1298896243 9275773930949921939
415639880 13768822136175636147
1736504946 16654681663937185904
450243209 6193674925490942337
194389034 17422685702814577114
2057371550 17904433077176409576
1209067917 13457193121651309813
567335136 3924329533926148491
14032951 12956579834915191387
447097752 6263117719224324766
626754974 15830415940560780615
1163629633 13428069931287492756
1039896870 1840878278552277784
1231088527 11716928924120171861
588307193 13752416252949557997
147203331 5942524464650450830
894493545 11822697938929321575
1381735135 8838721653740436692
1324063429 17791447795139038296
577821909 16052788283776319396
1435912388 7788928802971932378
133921847 6904422135023429568
2123084046 6478526246143783077
558598220 11672917551958807601
838919459 14788706151045875333
744197469 596497576154694393
1376493023 17694573347545133263
830880381 7713777447448540010
804316320 5367790901888484842
587958717 4957845068300569677
1705398672 15684898080096387639
137767099 11898963833691254714
1542519022 3292154562316763198
1059471787 16657473760552574981
1007742247 9915364534828418660
354125594 15376886183221934658
1714137811 8734395171314311197
1724973292 7295855403878557034
97222952 2938460505582756384
192294572 2946111599515089144
983275766 14849579002264133824
478907353 151609143916790426
1772509340 3352658079098783451
2107007454 13636614417843353989
404239 14742871287127078408
1030112749 12988396239028546006
941332780 11131652392141731897
1219207329 17750076394386890411
2002848597 2952307989440749644
401312834 18136329748023666359
572930925 17808744354849950548
1376145562 1893915999687056391
1981527492 1184062723166079049
1564890533 8364832527228780681
590756961 3590127810647467196
265346801 926247640017515490
890302376 8056683788175113526
1017530553 8762018877420249025
1443604803 4753270008128819671
988869399 17950721029611850308
1651573867 1222893531538113561
668003042 6501249936233211489
334903195 2063912069999092338
1011239430 11379323838660755293
2028364959 12000580840770489050
1224451533 5177500738322118373
1951119581 13250826839215079424
699111542 18049464710653760021
1268841646 15135917459888716179
1748044125 16267497205823019171
15085980 4359981897543587712
667654562 4392090027647144535
910226790 3907000895198762546
452345573 12654870734848206447
2021375322 11789067947544545903
1666255224 5468881680256397514
1685828786 2910949043062487642
318476593 4252955210174617513
1116448288 611049005117771870
1455839727 212694991190305111
1549862708 2009499620278108289
666955850 8400378352813664830
237036867 13845752106205758088
441860168 869920386920616025
482754909 11713217197339064484
1596699753 15179979111476151734
551612058 17065671289249530845
764124957 17584112539520338586
93381381 4654643147887302393
1688975219 7369043521755863329
2076251877 6607772219581088532
1897643351 1157124153653903024
1745948406 11316571812396587009
959860709 8576429058638314568
1962306078 12746292416639319692
843468037 2647755589741717881
1122740653 12040726928171009519
679190162 11411369279480881257
435569440 11723546727733627985
540078313 8670038245794679406
2023124208 5462497996214131620
856400937 338256900284605908
864440182 2150331282329434198
2094777729 5740484572228283913
701910037 17871622217149513427
846265044 4249329597529851192
895199017 14574738364757057944
297856366 18138889566142901940
296458498 4665646783666774381
2048640842 10417376576821018743
240883783 6825354915083469946
491495396 17575338919668905418
1608935413 6947719715596139474
1755737231 9132779388812097856
123443071 9647448491107805658
450950586 3619467506914500182
1149306872 14976395766625828630
2088837269 5067224729376188665
446057367 5481120019079395932
1891354410 1589257070352670515
888210043 9756254814863345886
1740708039 9891276302848258299
1759582606 16732486678106516021
1285273655 8066722314186256114
577480143 12923734752765896993
1941686758 6799391371198023610
146512719 17965646648674856466
1707852832 1277976817725842831
537634331 18107107117341677857
328267363 308731425498636703
387337692 14789953011127547925
2131830505 7962068961473251271
1511069400 6366180485266087620
1789992521 11796589222447095369
1993068117 15797863499883166261
1157697012 10231525648067733359
991671546 15051968276806848252
1466679650 11328723767468537511
919668920 3823972361020149940
968253292 10658927328273358391
267100803 15377143362970022713
774265745 2867619569613730379
287723274 418675870185153530
110163326 4844601942509431938
969652021 17961592787726865624
2047944998 2264047360323954848
1941688735 2989178912088145438
448856118 12101246058777758586
629911475 1714879886650601018
745954698 16776056613140363487
427185815 9093419109035864708
642494913 4995313455954074330
1777760933 17328317954501883134
963711022 7764732272048832226
1139523439 97364217465282730
1435223854 13893808563086447188
735818999 15781125714250252493
2143716515 13633679520939954417
2022430481 7888541405113615967
1027674845 674093189365075028
1604395516 7841172179025200542
1792790963 1466746442202303004
448158148 6669439302301576584
1606492919 2659538468135654107
1245081354 10243593109322035989
1087794006 1412408268828158393
592862837 6340552391678525219
56687503 11970225670581770095
1655077593 6478931028259726543
269200398 9016232190860251555
1404815977 109818421383395764
711003573 13103230006927932556
320581219 7683251758382199335
1265704058 18002676701708778749
404118475 17483235644920935135
1402019978 7128202042379889707
1124145510 14648310956420548587
1820404630 10445743966229842591
1715895867 16250027144004993590
1208731293 16671652278416615906
1039559963 6215072139757410499
514569536 2368160397811280959
57037855 11060862533450725831
83252444 3602492173796687899
368816610 844187716525732610
1386291656 839331889737492277
1015792550 17177121414088285759
888914013 742959163731509454
2068569890 13713274266177449905
1703663021 11498674604965392154
557212317 7078284194252435984
518414998 4532517473515221673
1335960256 12911191075132495792
1087096568 11981931581795650395
1405516294 14505782137415431874
1238092586 6293021141781186367
1388389487 15578359846594794690
1801880729 16706632283229062148
626768757 13861633804225198412
340505601 2403731564161727236
1638301874 12705518442039484197
824601731 14854194183237178423
262910844 12977111181129255991
292620814 13573872219755032033
1766928534 6189617914710907517
141624885 15979750719640678476
204889538 2615266045156975380
553019367 7942271026997453175
395382424 11652906648751359335
1572591612 17339366620200822310
1724286623 12006647982382403297
1293668625 894295083202497089
1272697198 8322431703976787716
1508278853 15782454087612294805
1208034683 4463726721280993327
514571841 12488115366954000531
241241258 247431316598322230
33621839 7320926272945744807
1678149544 14505488393889592054
1673955233 13172529290773352965
220968732 12708974569787857542
1884370920 8802976039020078077
439773123 5507490411478213292
1186364329 16412219956474291329
1536591300 8066371359859831447
563855810 5101505835726984478
1091992117 16095968902944908742
490105546 15661673864517135894
658577932 8631605720497376363
247533468 2892807675659714492
1717297491 7652548168339870233
1522960165 17428512801352157296
1490803710 4577454179611449831
1226910348 12987331210811478194
1417402971 718283367466122464
592517731 17095151305494461166
1632362622 15528536235604036350
1454103668 14444638159828444120
1120654424 9011792938445853949
1883323850 4772923505747110622
1098983803 8165652576363828085
1244037870 574679321524023289
520865135 13592157408979964272
1199997515 10728508395046402458
66828929 11441678912938882573
1665568499 8705085591644501850
1435579342 5764770530029424850
671162420 14010123594492630449
1302759043 17815775533425304449
1811321811 13669980412929166009
1937151881 2732203161446142654
1617334184 9683998986650971397
1584478761 13699844859010502826
1080460019 3831012738029262765
1057391319 4176326042479173460
1320236254 9551691829605298672
898006934 7758101012059622092
1940647966 2447454959257703363
1758194558 10681645745952026162
2130441555 9607352692295734154
1325828868 12274265607581591950
1046905888 8019480123412330781
666969360 5810017885639878134
650541611 15869349414326229273
474379754 13080852323906229994
519818357 4921829877556731927
955329876 16510002767151683525
325131684 18305732551029620923
1702969891 10154769496228425650
1084655867 5541652597439532481
1765535859 10995217384164857171
1289129727 6474906750714494316
259071694 8562751414456988520
1752952996 10270093482072780313
1911638604 16187690633762523335
1310800604 2575282548867881764
1612093602 14561316787982160258
1122405354 15343816074184688316
1463544461 5317224279779349203
1924571484 3781798805067954051
505139803 1974320969073984996
1771478544 14935020262680193513
402378721 14761583536343916503
1054247849 185224851593765815
1627473300 10938057744821079533
363930822 3399059474470521298
1743516686 16573631172280012523
1224118597 9318357945946221191
614542394 13954874837921398803
2004963476 884747251808104844
1808179580 965888966832335935
323386084 9425050113612645232
483819300 13780153887034054977
1783013706 3297930797857223320
1396086706 5889627004561190303
830900506 14791929809650456550
1268509153 3201354115808388481
290880304 14075879166583196012
911990969 5057433838705980220
750159718 1882347699771490556
1532402715 8052678087489006894
1181127421 11654427764598258713
324085646 7929302560170050975
766937211 2575452684945472772
1879833310 13462438987105150160
489062732 5623331212592778737
1511431274 10278673165728569864
280394843 16532187261284959112
241247822 3201088648392285428
706818701 6857040760260513015
1762392365 15123540765391552300
548482784 14136098543285760513
1659281752 15092952783308552010
37473384 1914869206081594741
2061238654 11557631089393419913
1035375057 11626314913812373537
1673612618 1900588349232845969
1958477747 16861106692122618487
1770781391 10721303272123483581
673264549 18046051809776696792
1177633068 13909727517907167901
861310573 708562528516993727
1637262002 10173922679557504897
1356940865 3920375645990377750
854669612 6196169309857214374
1308007028 11347472821242790406
59494257 7841175011808307826
1924923484 11323031109485138639
2011606403 3581985431299073699
1821463430 3590260401534606927
543240758 7890552434770704121
1272006042 10611367190095847134
752258434 8563445709974242202
10560855 18112819721452873183
532056305 16713329654276523815
1498849860 16207030727942488991
1099339780 7106746117441001930
1417759506 12195015538620319490
462849994 4957629670519897524
1863057906 16031310897861308430
139537142 10187281683847026547
896264591 2356268055165319137
165052730 17367308434667089273
194063542 5004823757295445309
128701923 13243973829648207092
1449567068 5639939939269908787
1703673695 2862316008118175051
1116816861 6432602653138426699
464598241 524300047476066055
1028036982 11062262236673541367
977005954 14796635172599797528
1578193694 2811873125772051230
1384205950 10723443783010399899
2129748700 14226863227030004918
522271069 12142285474602192306
747017397 6001175631377787080
1216083682 15665294208224942231
144082337 31643909211662664
2043415715 681882995011062999
1532056797 1377193292308879648
1202102688 14409255705108520175
225871971 14931561264986064835
1932615576 6522795223024272001
576448287 12383401998047436027
1957432225 7306557508300062802
676763085 6135605141317349930
1008115338 10161385147627308937
1389799618 5860859021082121461
1598118171 4531928496679613313
1809582425 8660792227675874502
1823563566 2131053072527936915
191619002 18408573403317079424
673617686 11441042988164196369
1046913242 12618313337181006197
